,time,meassures of PM2.5 (qm)
79188,791880,9.68
79189,791890,11.48
79190,791900,2.34
79191,791910,10.79
79192,791920,8.92
79193,791930,7.57
79194,791940,7.15
79195,791950,5.43
79196,791960,2.93
79197,791970,5.6
79198,791980,11.32
79199,791990,8.67
79200,792000,4.53
79201,792010,4.41
79202,792020,8.01
79203,792030,7.65
79204,792040,14.58
79205,792050,4.63
79206,792060,15.15
79207,792070,17.19
79208,792080,3.48
79209,792090,16.52
79210,792100,11.75
79211,792110,9.44
79212,792120,10.94
79213,792130,8.89
79214,792140,8.94
79215,792150,8.63
79216,792160,2.47
79217,792170,12.1
79218,792180,5.64
79219,792190,10.71
79220,792200,11.14
79221,792210,0.54
79222,792220,12.21
79223,792230,13.6
79224,792240,8.18
79225,792250,10.36
79226,792260,11.26
79227,792270,3.63
79228,792280,2.56
79229,792290,17.85
79230,792300,10.51
79231,792310,8.66
79232,792320,6.37
79233,792330,4.06
79234,792340,11.22
79235,792350,8.61
79236,792360,6.52
79237,792370,13.26
79238,792380,7.15
79239,792390,3.99
79240,792400,10.34
79241,792410,10.11
79242,792420,8.28
79243,792430,9.88
79244,792440,17.1
79245,792450,11.83
79246,792460,4.83
79247,792470,7.29
79248,792480,5.27
79249,792490,8.86
79250,792500,3.68
79251,792510,2.65
79252,792520,11.14
79253,792530,9.86
79254,792540,10.97
79255,792550,9.3
79256,792560,4.34
79257,792570,6.94
79258,792580,11.22
79259,792590,10.36
79260,792600,11.73
79261,792610,2.04
79262,792620,17.18
79263,792630,7.93
79264,792640,7.39
79265,792650,9.88
79266,792660,10.18
79267,792670,12.33
79268,792680,10.49
79269,792690,4.25
79270,792700,10.26
79271,792710,1.7
79272,792720,13.7
79273,792730,8.79
79274,792740,15.56
79275,792750,5.1
79276,792760,8.34
79277,792770,8.94
79278,792780,11.0
79279,792790,0.04
79280,792800,8.92
79281,792810,12.09
79282,792820,15.85
79283,792830,3.74
79284,792840,12.81
79285,792850,9.63
79286,792860,12.47
79287,792870,11.73
79288,792880,9.18
79289,792890,11.03
79290,792900,12.91
79291,792910,2.47
79292,792920,14.15
79293,792930,8.98
79294,792940,8.01
79295,792950,8.86
79296,792960,12.86
79297,792970,11.97
79298,792980,10.87
79299,792990,14.89
79300,793000,11.66
79301,793010,1.59
79302,793020,7.62
79303,793030,13.04
79304,793040,8.29
79305,793050,4.61
79306,793060,13.89
79307,793070,7.66
79308,793080,17.36
79309,793090,11.21
79310,793100,8.36
79311,793110,5.62
79312,793120,10.27
79313,793130,7.57
79314,793140,1.76
79315,793150,11.69
79316,793160,3.2
79317,793170,6.64
79318,793180,9.69
79319,793190,3.29
79320,793200,6.93
79321,793210,7.82
79322,793220,9.17
79323,793230,6.67
79324,793240,5.39
79325,793250,1.07
79326,793260,10.98
79327,793270,8.4
79328,793280,9.08
79329,793290,18.88
79330,793300,7.24
79331,793310,6.96
79332,793320,9.19
79333,793330,6.58
79334,793340,5.55
79335,793350,4.65
79336,793360,14.82
79337,793370,19.96
79338,793380,13.77
79339,793390,7.69
79340,793400,3.46
79341,793410,11.34
79342,793420,3.75
79343,793430,9.67
79344,793440,8.86
79345,793450,12.35
79346,793460,10.41
79347,793470,9.02
79348,793480,6.39
79349,793490,14.39
79350,793500,5.51
79351,793510,16.34
79352,793520,6.32
79353,793530,4.81
79354,793540,5.88
79355,793550,3.05
79356,793560,11.91
79357,793570,7.3
79358,793580,15.42
79359,793590,6.4
79360,793600,8.97
79361,793610,9.47
79362,793620,5.78
79363,793630,8.11
79364,793640,9.49
79365,793650,9.84
79366,793660,11.99
79367,793670,14.82
79368,793680,8.96
79369,793690,4.51
79370,793700,14.05
79371,793710,4.08
79372,793720,9.76
79373,793730,7.57
79374,793740,8.21
79375,793750,13.32
79376,793760,8.44
79377,793770,7.87
79378,793780,10.47
79379,793790,4.16
79380,793800,3.37
79381,793810,10.41
79382,793820,3.42
79383,793830,12.88
79384,793840,10.23
79385,793850,0.13
79386,793860,10.58
79387,793870,6.82
79388,793880,6.6
79389,793890,10.38
79390,793900,6.19
79391,793910,15.47
79392,793920,3.84
79393,793930,3.34
79394,793940,6.56
79395,793950,12.66
79396,793960,6.87
79397,793970,4.71
79398,793980,12.85
79399,793990,13.9
79400,794000,8.06
79401,794010,3.21
79402,794020,9.22
79403,794030,10.12
79404,794040,3.75
79405,794050,8.59
79406,794060,12.33
79407,794070,14.36
79408,794080,7.86
79409,794090,9.31
79410,794100,11.65
79411,794110,3.7
79412,794120,9.28
79413,794130,7.87
79414,794140,2.01
79415,794150,0.64
79416,794160,5.23
79417,794170,4.28
79418,794180,1.05
79419,794190,8.49
79420,794200,13.31
79421,794210,4.77
79422,794220,9.57
79423,794230,10.45
79424,794240,11.82
79425,794250,11.09
79426,794260,0.68
79427,794270,7.48
79428,794280,5.62
79429,794290,4.2
79430,794300,6.78
79431,794310,14.26
79432,794320,6.1
79433,794330,8.76
79434,794340,5.77
79435,794350,5.11
79436,794360,7.86
79437,794370,6.53
79438,794380,9.01
79439,794390,6.36
79440,794400,2.24
79441,794410,13.58
79442,794420,2.74
79443,794430,9.54
79444,794440,6.88
79445,794450,4.69
79446,794460,6.91
79447,794470,13.79
79448,794480,1.99
79449,794490,6.84
79450,794500,13.12
79451,794510,12.68
79452,794520,6.25
79453,794530,13.88
79454,794540,1.23
79455,794550,1.63
79456,794560,7.21
79457,794570,9.29
79458,794580,5.71
79459,794590,10.73
79460,794600,3.29
79461,794610,6.0
79462,794620,0.28
79463,794630,7.27
79464,794640,10.05
79465,794650,8.44
79466,794660,3.04
79467,794670,13.78
79468,794680,0.36
79469,794690,4.51
79470,794700,13.89
79471,794710,13.78
79472,794720,6.21
79473,794730,9.79
79474,794740,11.07
79475,794750,8.75
79476,794760,5.23
79477,794770,8.64
79478,794780,13.75
79479,794790,7.19
79480,794800,14.46
79481,794810,9.77
79482,794820,10.36
79483,794830,9.23
79484,794840,7.23
79485,794850,5.24
79486,794860,8.86
79487,794870,11.37
79488,794880,12.16
79489,794890,8.69
79490,794900,11.32
79491,794910,3.47
79492,794920,13.59
79493,794930,6.97
79494,794940,20.02
79495,794950,3.83
79496,794960,11.61
79497,794970,3.28
79498,794980,12.52
79499,794990,7.92
79500,795000,10.92
79501,795010,4.9
79502,795020,11.06
79503,795030,6.0
79504,795040,0.19
79505,795050,6.27
79506,795060,4.38
79507,795070,5.96
79508,795080,1.33
79509,795090,8.75
79510,795100,14.28
79511,795110,8.66
79512,795120,9.98
79513,795130,10.22
79514,795140,7.16
79515,795150,4.01
79516,795160,5.31
79517,795170,7.28
79518,795180,0.0
79519,795190,10.34
79520,795200,5.59
79521,795210,10.18
79522,795220,12.82
79523,795230,7.79
79524,795240,9.45
79525,795250,3.72
79526,795260,0.52
79527,795270,10.62
79528,795280,9.89
79529,795290,9.93
79530,795300,6.61
79531,795310,16.87
79532,795320,14.05
79533,795330,17.36
79534,795340,10.45
79535,795350,6.98
79536,795360,15.01
79537,795370,8.98
79538,795380,11.42
79539,795390,3.43
79540,795400,18.22
79541,795410,8.38
79542,795420,4.96
79543,795430,2.38
79544,795440,13.32
79545,795450,4.16
79546,795460,6.24
79547,795470,9.58
79548,795480,6.94
79549,795490,6.64
79550,795500,5.23
79551,795510,7.99
79552,795520,14.94
79553,795530,9.25
79554,795540,3.94
79555,795550,18.39
79556,795560,14.79
79557,795570,1.09
79558,795580,9.97
79559,795590,14.93
79560,795600,6.94
79561,795610,4.68
79562,795620,12.59
79563,795630,11.96
79564,795640,10.36
79565,795650,11.35
79566,795660,15.38
79567,795670,3.58
79568,795680,13.35
79569,795690,6.57
79570,795700,12.64
79571,795710,10.99
79572,795720,11.44
79573,795730,14.71
79574,795740,7.08
79575,795750,6.27
79576,795760,13.2
79577,795770,12.97
79578,795780,3.83
79579,795790,9.37
79580,795800,6.94
79581,795810,6.78
79582,795820,8.9
79583,795830,7.33
79584,795840,7.28
79585,795850,7.64
79586,795860,3.47
79587,795870,9.87
79588,795880,1.55
79589,795890,11.22
79590,795900,9.72
79591,795910,15.87
79592,795920,5.19
79593,795930,10.9
79594,795940,4.24
79595,795950,4.17
79596,795960,17.17
79597,795970,7.05
79598,795980,12.46
79599,795990,14.22
79600,796000,8.51
79601,796010,7.13
79602,796020,4.15
79603,796030,7.45
79604,796040,0.69
79605,796050,4.23
79606,796060,7.89
79607,796070,8.89
79608,796080,8.49
79609,796090,1.5
79610,796100,14.06
79611,796110,6.21
79612,796120,9.12
79613,796130,7.57
79614,796140,5.88
79615,796150,9.58
79616,796160,13.6
79617,796170,9.37
79618,796180,9.39
79619,796190,8.49
79620,796200,11.14
79621,796210,5.99
79622,796220,6.02
79623,796230,7.93
79624,796240,6.77
79625,796250,7.55
79626,796260,8.03
79627,796270,3.42
79628,796280,5.11
79629,796290,4.57
79630,796300,6.84
79631,796310,3.77
79632,796320,10.4
79633,796330,12.68
79634,796340,8.94
79635,796350,14.87
79636,796360,6.31
79637,796370,3.28
79638,796380,12.14
79639,796390,8.7
79640,796400,15.66
79641,796410,1.58
79642,796420,4.33
79643,796430,4.54
79644,796440,11.18
79645,796450,8.47
79646,796460,12.37
79647,796470,8.3
79648,796480,7.5
79649,796490,9.38
79650,796500,4.89
79651,796510,7.11
79652,796520,6.71
79653,796530,2.91
79654,796540,13.73
79655,796550,13.58
79656,796560,11.91
79657,796570,4.24
79658,796580,14.52
79659,796590,17.03
79660,796600,11.31
79661,796610,11.93
79662,796620,9.22
79663,796630,3.9
79664,796640,8.66
79665,796650,12.11
79666,796660,7.27
79667,796670,11.17
79668,796680,11.12
79669,796690,0.6
79670,796700,8.2
79671,796710,6.16
79672,796720,8.43
79673,796730,9.28
79674,796740,20.13
79675,796750,8.23
79676,796760,15.97
79677,796770,12.23
79678,796780,8.5
79679,796790,13.39
79680,796800,9.24
79681,796810,10.18
79682,796820,0.53
79683,796830,12.05
79684,796840,13.86
79685,796850,8.18
79686,796860,9.84
79687,796870,7.66
79688,796880,9.13
79689,796890,8.97
79690,796900,15.35
79691,796910,10.84
79692,796920,11.54
79693,796930,12.79
79694,796940,12.4
79695,796950,6.94
79696,796960,11.6
79697,796970,8.03
79698,796980,12.11
79699,796990,4.25
79700,797000,11.04
79701,797010,4.55
79702,797020,13.08
79703,797030,10.31
79704,797040,11.5
79705,797050,7.5
79706,797060,13.17
79707,797070,9.25
79708,797080,9.13
79709,797090,16.53
79710,797100,9.43
79711,797110,9.81
79712,797120,12.55
79713,797130,10.24
79714,797140,6.73
79715,797150,11.48
79716,797160,10.64
79717,797170,11.12
79718,797180,3.67
79719,797190,4.64
79720,797200,3.63
79721,797210,11.59
79722,797220,8.78
79723,797230,8.5
79724,797240,13.5
79725,797250,12.25
79726,797260,7.81
79727,797270,2.75
79728,797280,6.23
79729,797290,6.52
79730,797300,12.9
79731,797310,8.24
79732,797320,10.26
79733,797330,9.8
79734,797340,4.54
79735,797350,10.48
79736,797360,14.21
79737,797370,9.55
79738,797380,11.88
79739,797390,0.85
79740,797400,10.27
79741,797410,7.28
79742,797420,9.33
79743,797430,6.63
79744,797440,10.78
79745,797450,10.37
79746,797460,12.46
79747,797470,11.84
79748,797480,13.23
79749,797490,7.67
79750,797500,5.63
79751,797510,5.87
79752,797520,1.23
79753,797530,9.41
79754,797540,10.27
79755,797550,7.61
79756,797560,5.26
79757,797570,8.92
79758,797580,4.19
79759,797590,3.68
79760,797600,7.8
79761,797610,10.18
79762,797620,6.6
79763,797630,16.81
79764,797640,1.81
79765,797650,7.92
79766,797660,10.85
79767,797670,6.03
79768,797680,6.88
79769,797690,8.69
79770,797700,6.59
79771,797710,7.03
79772,797720,4.62
79773,797730,7.24
79774,797740,11.33
79775,797750,12.28
79776,797760,8.97
79777,797770,2.67
79778,797780,7.29
79779,797790,12.78
79780,797800,10.68
79781,797810,9.7
79782,797820,12.27
79783,797830,11.94
79784,797840,10.85
79785,797850,8.07
79786,797860,6.65
79787,797870,10.76
79788,797880,3.5
79789,797890,8.9
79790,797900,6.19
79791,797910,11.21
79792,797920,9.0
79793,797930,9.85
79794,797940,12.92
79795,797950,7.86
79796,797960,5.29
79797,797970,16.72
79798,797980,10.83
79799,797990,16.92
79800,798000,8.32
79801,798010,9.65
79802,798020,9.67
79803,798030,14.15
79804,798040,1.05
79805,798050,7.59
79806,798060,10.56
79807,798070,7.22
79808,798080,5.9
79809,798090,14.17
79810,798100,12.06
79811,798110,12.42
79812,798120,7.27
79813,798130,9.74
79814,798140,10.51
79815,798150,12.13
79816,798160,7.16
79817,798170,6.99
79818,798180,8.75
79819,798190,16.71
79820,798200,13.74
79821,798210,8.33
79822,798220,10.5
79823,798230,5.77
79824,798240,5.01
79825,798250,9.96
79826,798260,6.79
79827,798270,9.26
79828,798280,11.01
79829,798290,12.26
79830,798300,14.33
79831,798310,8.18
79832,798320,9.35
79833,798330,10.44
79834,798340,11.38
79835,798350,10.4
79836,798360,2.63
79837,798370,12.26
79838,798380,10.9
79839,798390,9.91
79840,798400,13.75
79841,798410,7.05
79842,798420,9.51
79843,798430,11.26
79844,798440,9.94
79845,798450,11.77
79846,798460,13.88
79847,798470,6.83
79848,798480,10.52
79849,798490,4.78
79850,798500,19.43
79851,798510,11.17
79852,798520,15.91
79853,798530,4.61
79854,798540,9.45
79855,798550,9.77
79856,798560,13.6
79857,798570,11.18
79858,798580,11.02
79859,798590,11.29
79860,798600,2.31
79861,798610,8.05
79862,798620,9.52
79863,798630,7.39
79864,798640,12.83
79865,798650,1.72
79866,798660,6.6
79867,798670,18.86
79868,798680,9.08
79869,798690,8.01
79870,798700,9.56
79871,798710,5.8
79872,798720,9.47
79873,798730,11.03
79874,798740,6.88
79875,798750,6.8
79876,798760,10.94
79877,798770,12.12
79878,798780,6.68
79879,798790,4.26
79880,798800,2.26
79881,798810,9.74
79882,798820,7.16
79883,798830,14.13
79884,798840,6.11
79885,798850,4.76
79886,798860,6.36
79887,798870,5.24
79888,798880,7.49
79889,798890,10.73
79890,798900,12.31
79891,798910,10.09
79892,798920,7.08
79893,798930,5.58
79894,798940,7.75
79895,798950,21.42
79896,798960,12.6
79897,798970,5.07
79898,798980,10.41
79899,798990,11.09
79900,799000,10.48
79901,799010,10.87
79902,799020,11.52
79903,799030,8.56
79904,799040,7.71
79905,799050,12.88
79906,799060,4.89
79907,799070,8.81
79908,799080,8.2
79909,799090,7.52
79910,799100,8.41
79911,799110,2.37
79912,799120,11.43
79913,799130,11.62
79914,799140,8.37
79915,799150,12.57
79916,799160,6.41
79917,799170,11.01
79918,799180,5.95
79919,799190,9.45
79920,799200,13.99
79921,799210,14.94
79922,799220,9.11
79923,799230,14.85
79924,799240,5.46
79925,799250,10.7
79926,799260,4.21
79927,799270,6.47
79928,799280,5.51
79929,799290,15.7
79930,799300,8.68
79931,799310,4.84
79932,799320,9.16
79933,799330,6.74
79934,799340,5.35
79935,799350,14.75
79936,799360,5.65
79937,799370,5.64
79938,799380,0.02
79939,799390,10.36
79940,799400,7.45
79941,799410,9.12
79942,799420,1.84
79943,799430,6.65
79944,799440,1.94
79945,799450,2.88
79946,799460,12.93
79947,799470,11.41
79948,799480,3.98
79949,799490,7.13
79950,799500,8.46
79951,799510,4.14
79952,799520,10.13
79953,799530,8.61
79954,799540,11.79
79955,799550,7.46
79956,799560,11.79
79957,799570,10.89
79958,799580,13.24
79959,799590,14.74
79960,799600,9.13
79961,799610,9.76
79962,799620,7.66
79963,799630,5.56
79964,799640,4.59
79965,799650,12.22
79966,799660,6.03
79967,799670,17.69
79968,799680,14.68
79969,799690,11.91
79970,799700,13.15
79971,799710,9.82
79972,799720,17.16
79973,799730,5.07
79974,799740,7.2
79975,799750,0.78
79976,799760,7.37
79977,799770,5.74
79978,799780,16.03
79979,799790,13.04
79980,799800,8.97
79981,799810,5.84
79982,799820,10.71
79983,799830,3.5
79984,799840,2.68
79985,799850,9.71
79986,799860,3.62
79987,799870,8.98
79988,799880,13.12
79989,799890,4.44
79990,799900,1.49
79991,799910,5.91
79992,799920,11.27
79993,799930,7.83
79994,799940,14.71
79995,799950,3.74
79996,799960,6.2
79997,799970,16.68
79998,799980,9.81
79999,799990,8.84
80000,800000,4.6
80001,800010,10.74
80002,800020,9.91
80003,800030,3.47
80004,800040,9.46
80005,800050,14.17
80006,800060,3.79
80007,800070,4.09
80008,800080,15.14
80009,800090,1.54
80010,800100,8.11
80011,800110,4.57
80012,800120,12.81
80013,800130,12.22
80014,800140,8.63
80015,800150,14.84
80016,800160,11.26
80017,800170,1.4
80018,800180,13.65
80019,800190,19.08
80020,800200,2.57
80021,800210,6.21
80022,800220,17.47
80023,800230,8.32
80024,800240,12.14
80025,800250,13.11
80026,800260,13.1
80027,800270,13.86
80028,800280,17.52
80029,800290,7.11
80030,800300,13.97
80031,800310,5.06
80032,800320,8.97
80033,800330,8.35
80034,800340,11.09
80035,800350,13.77
80036,800360,5.81
80037,800370,7.42
80038,800380,7.52
80039,800390,6.92
80040,800400,10.18
80041,800410,4.88
80042,800420,12.01
80043,800430,6.98
80044,800440,5.94
80045,800450,13.23
80046,800460,10.39
80047,800470,5.52
80048,800480,3.15
80049,800490,9.57
80050,800500,8.4
80051,800510,4.88
80052,800520,9.84
80053,800530,14.1
80054,800540,14.87
80055,800550,1.45
80056,800560,3.57
80057,800570,2.24
80058,800580,10.62
80059,800590,8.29
80060,800600,5.06
80061,800610,6.07
80062,800620,4.25
80063,800630,9.2
80064,800640,10.35
80065,800650,14.49
80066,800660,10.72
80067,800670,10.47
80068,800680,10.09
80069,800690,11.21
80070,800700,9.01
80071,800710,9.03
80072,800720,8.22
80073,800730,7.35
80074,800740,2.34
80075,800750,1.39
80076,800760,8.75
80077,800770,13.57
80078,800780,8.96
80079,800790,10.1
80080,800800,6.8
80081,800810,7.1
80082,800820,13.01
80083,800830,0.01
80084,800840,5.39
80085,800850,6.08
80086,800860,8.88
80087,800870,14.94
80088,800880,14.27
80089,800890,4.55
80090,800900,11.78
80091,800910,14.46
80092,800920,11.7
80093,800930,7.69
80094,800940,15.34
80095,800950,1.54
80096,800960,7.25
80097,800970,11.06
80098,800980,10.84
80099,800990,2.35
80100,801000,9.42
80101,801010,5.13
80102,801020,14.27
80103,801030,3.41
80104,801040,8.85
80105,801050,6.97
80106,801060,0.67
80107,801070,12.06
80108,801080,10.87
80109,801090,6.61
80110,801100,1.6
80111,801110,5.74
80112,801120,10.55
80113,801130,3.35
80114,801140,9.78
80115,801150,11.66
80116,801160,9.77
80117,801170,1.26
80118,801180,9.03
80119,801190,6.68
80120,801200,8.8
80121,801210,1.22
80122,801220,15.7
80123,801230,1.27
80124,801240,9.41
80125,801250,3.37
80126,801260,6.92
80127,801270,2.71
80128,801280,8.02
80129,801290,0.39
80130,801300,0.37
80131,801310,3.28
80132,801320,10.44
80133,801330,3.73
80134,801340,7.42
80135,801350,14.15
80136,801360,7.96
80137,801370,8.87
80138,801380,6.97
80139,801390,11.93
80140,801400,12.41
80141,801410,9.24
80142,801420,5.4
80143,801430,7.6
80144,801440,6.28
80145,801450,9.05
80146,801460,12.38
80147,801470,9.22
80148,801480,11.26
80149,801490,6.37
80150,801500,2.24
80151,801510,7.22
80152,801520,5.83
80153,801530,8.18
80154,801540,1.8
80155,801550,1.33
80156,801560,11.47
80157,801570,9.11
80158,801580,12.13
80159,801590,18.08
80160,801600,3.57
80161,801610,11.11
80162,801620,8.01
80163,801630,5.75
80164,801640,14.82
80165,801650,9.18
80166,801660,4.81
80167,801670,5.17
80168,801680,12.42
80169,801690,9.6
80170,801700,10.96
80171,801710,3.09
80172,801720,7.35
80173,801730,13.77
80174,801740,14.47
80175,801750,12.47
80176,801760,10.02
80177,801770,4.07
80178,801780,10.01
80179,801790,13.44
80180,801800,9.08
80181,801810,8.95
80182,801820,6.14
80183,801830,7.06
80184,801840,9.09
80185,801850,11.01
80186,801860,13.09
80187,801870,5.72
80188,801880,18.61
80189,801890,15.9
80190,801900,11.84
80191,801910,13.66
80192,801920,7.91
80193,801930,6.31
80194,801940,0.93
80195,801950,8.26
80196,801960,8.84
80197,801970,10.57
80198,801980,7.17
80199,801990,4.45
80200,802000,11.52
80201,802010,3.96
80202,802020,8.5
80203,802030,10.61
80204,802040,10.89
80205,802050,7.3
80206,802060,19.24
80207,802070,11.2
80208,802080,0.21
80209,802090,14.78
80210,802100,10.63
80211,802110,15.25
80212,802120,4.7
80213,802130,13.97
80214,802140,8.64
80215,802150,4.97
80216,802160,4.0
80217,802170,5.46
80218,802180,13.13
80219,802190,10.67
80220,802200,8.62
80221,802210,12.87
80222,802220,5.98
80223,802230,10.16
80224,802240,17.72
80225,802250,2.97
80226,802260,11.29
80227,802270,9.3
80228,802280,13.98
80229,802290,9.03
80230,802300,7.07
80231,802310,15.75
80232,802320,6.67
80233,802330,15.71
80234,802340,12.18
80235,802350,11.76
80236,802360,7.94
80237,802370,10.15
80238,802380,7.91
80239,802390,2.85
80240,802400,4.97
80241,802410,6.44
80242,802420,6.63
80243,802430,8.9
80244,802440,10.5
80245,802450,7.57
80246,802460,7.38
80247,802470,8.64
80248,802480,12.2
80249,802490,16.22
80250,802500,8.04
80251,802510,4.05
80252,802520,4.14
80253,802530,11.25
80254,802540,15.22
80255,802550,0.43
80256,802560,4.08
80257,802570,6.22
80258,802580,0.56
80259,802590,3.93
80260,802600,20.29
80261,802610,11.75
80262,802620,6.87
80263,802630,12.0
80264,802640,9.95
80265,802650,10.83
80266,802660,4.02
80267,802670,9.5
80268,802680,5.11
80269,802690,3.18
80270,802700,19.85
80271,802710,9.13
80272,802720,9.6
80273,802730,13.12
80274,802740,3.85
80275,802750,11.68
80276,802760,9.84
80277,802770,12.95
80278,802780,9.7
80279,802790,10.77
80280,802800,11.1
80281,802810,6.08
80282,802820,9.52
80283,802830,17.24
80284,802840,7.41
80285,802850,6.85
80286,802860,3.75
80287,802870,8.84
80288,802880,11.06
80289,802890,9.75
80290,802900,11.3
80291,802910,13.4
80292,802920,3.38
80293,802930,9.98
80294,802940,9.52
80295,802950,8.01
80296,802960,4.65
80297,802970,5.72
80298,802980,11.58
80299,802990,8.59
80300,803000,7.71
80301,803010,9.77
80302,803020,7.1
80303,803030,5.61
80304,803040,11.2
80305,803050,9.15
80306,803060,8.73
80307,803070,11.32
80308,803080,10.19
80309,803090,9.72
80310,803100,1.64
80311,803110,3.79
80312,803120,14.63
80313,803130,17.17
80314,803140,7.13
80315,803150,5.22
80316,803160,4.44
80317,803170,11.5
80318,803180,2.14
80319,803190,13.27
80320,803200,2.82
80321,803210,4.22
80322,803220,16.59
80323,803230,13.73
80324,803240,15.47
80325,803250,11.58
80326,803260,16.8
80327,803270,1.99
80328,803280,12.25
80329,803290,9.4
80330,803300,6.59
80331,803310,5.3
80332,803320,9.67
80333,803330,8.73
80334,803340,5.91
80335,803350,7.15
80336,803360,6.16
80337,803370,6.87
80338,803380,6.63
80339,803390,8.54
80340,803400,6.85
80341,803410,6.22
80342,803420,14.44
80343,803430,4.45
80344,803440,16.44
80345,803450,11.67
80346,803460,8.21
80347,803470,4.75
80348,803480,6.05
80349,803490,14.82
80350,803500,9.71
80351,803510,10.35
80352,803520,10.51
80353,803530,11.47
80354,803540,12.25
80355,803550,3.22
80356,803560,4.06
80357,803570,16.38
80358,803580,6.09
80359,803590,10.2
80360,803600,5.37
80361,803610,1.84
80362,803620,5.32
80363,803630,8.59
80364,803640,5.92
80365,803650,3.87
80366,803660,5.07
80367,803670,11.52
80368,803680,0.18
80369,803690,9.89
80370,803700,6.46
80371,803710,5.41
80372,803720,11.08
80373,803730,13.01
80374,803740,9.2
80375,803750,6.18
80376,803760,15.48
80377,803770,2.23
80378,803780,10.2
80379,803790,9.1
80380,803800,3.18
80381,803810,12.66
80382,803820,8.84
80383,803830,0.27
80384,803840,2.53
80385,803850,5.07
80386,803860,13.16
80387,803870,13.14
80388,803880,11.18
80389,803890,5.99
80390,803900,13.5
80391,803910,7.44
80392,803920,13.33
80393,803930,14.86
80394,803940,6.16
80395,803950,0.72
80396,803960,7.42
80397,803970,1.97
80398,803980,6.64
80399,803990,9.89
80400,804000,13.28
80401,804010,15.2
80402,804020,9.61
80403,804030,12.0
80404,804040,7.27
80405,804050,8.05
80406,804060,6.86
80407,804070,13.22
80408,804080,5.04
80409,804090,10.55
80410,804100,6.5
80411,804110,7.52
80412,804120,11.9
80413,804130,8.26
80414,804140,11.33
80415,804150,7.45
80416,804160,9.26
80417,804170,5.78
80418,804180,6.71
80419,804190,16.42
80420,804200,2.83
80421,804210,6.64
80422,804220,11.2
80423,804230,7.86
80424,804240,9.22
80425,804250,13.62
80426,804260,10.67
80427,804270,8.22
80428,804280,11.92
80429,804290,12.46
80430,804300,7.52
80431,804310,14.78
80432,804320,13.59
80433,804330,7.55
80434,804340,15.35
80435,804350,12.55
80436,804360,9.46
80437,804370,7.4
80438,804380,11.15
80439,804390,8.34
80440,804400,11.98
80441,804410,12.45
80442,804420,8.23
80443,804430,7.75
80444,804440,9.61
80445,804450,6.87
80446,804460,9.97
80447,804470,8.93
80448,804480,4.85
80449,804490,8.09
80450,804500,11.36
80451,804510,6.25
80452,804520,8.11
80453,804530,8.53
80454,804540,0.14
80455,804550,6.89
80456,804560,10.8
80457,804570,13.52
80458,804580,14.82
80459,804590,6.9
80460,804600,5.8
80461,804610,10.1
80462,804620,6.74
80463,804630,5.97
80464,804640,1.89
80465,804650,10.65
80466,804660,12.87
80467,804670,10.76
80468,804680,14.22
80469,804690,7.13
80470,804700,9.89
80471,804710,11.23
80472,804720,11.1
80473,804730,8.46
80474,804740,10.35
80475,804750,16.76
80476,804760,7.4
80477,804770,8.75
80478,804780,12.91
80479,804790,14.31
80480,804800,12.14
80481,804810,9.03
80482,804820,9.24
80483,804830,8.91
80484,804840,3.26
80485,804850,19.25
80486,804860,7.64
80487,804870,4.11
80488,804880,9.04
80489,804890,11.04
80490,804900,6.9
80491,804910,1.22
80492,804920,12.85
80493,804930,7.35
80494,804940,6.92
80495,804950,10.82
80496,804960,7.96
80497,804970,7.92
80498,804980,3.84
80499,804990,7.61
80500,805000,6.67
80501,805010,10.32
80502,805020,13.61
80503,805030,6.94
80504,805040,3.75
80505,805050,1.51
80506,805060,2.76
80507,805070,5.95
80508,805080,10.34
80509,805090,9.71
80510,805100,17.28
80511,805110,14.23
80512,805120,6.2
80513,805130,11.81
80514,805140,8.12
80515,805150,9.3
80516,805160,7.43
80517,805170,9.25
80518,805180,11.43
80519,805190,7.52
80520,805200,7.41
80521,805210,8.88
80522,805220,12.02
80523,805230,8.16
80524,805240,11.87
80525,805250,2.06
80526,805260,0.11
80527,805270,4.8
80528,805280,12.25
80529,805290,8.32
80530,805300,7.43
80531,805310,7.52
80532,805320,10.37
80533,805330,1.62
80534,805340,10.4
80535,805350,8.57
80536,805360,1.62
80537,805370,9.51
80538,805380,8.47
80539,805390,15.63
80540,805400,10.16
80541,805410,8.84
80542,805420,10.65
80543,805430,7.72
80544,805440,7.94
80545,805450,3.86
80546,805460,6.45
80547,805470,7.37
80548,805480,5.34
80549,805490,12.75
80550,805500,12.84
80551,805510,5.95
80552,805520,3.0
80553,805530,10.34
80554,805540,6.25
80555,805550,13.24
80556,805560,7.95
80557,805570,13.48
80558,805580,11.39
80559,805590,10.41
80560,805600,6.43
80561,805610,5.79
80562,805620,10.12
80563,805630,4.71
80564,805640,13.74
80565,805650,8.08
80566,805660,9.19
80567,805670,6.95
80568,805680,12.85
80569,805690,12.34
80570,805700,0.2
80571,805710,7.64
80572,805720,9.02
80573,805730,10.17
80574,805740,10.99
80575,805750,8.01
80576,805760,7.51
80577,805770,11.2
80578,805780,13.53
80579,805790,11.58
80580,805800,6.88
80581,805810,11.84
80582,805820,7.4
80583,805830,3.98
80584,805840,11.69
80585,805850,1.77
